,date,url,city,job_title,company_name,location,summary
96,8 days ago,/rc/clk?jk=3a3efdeca579f9cf&fccid=156c7820d1988640&vjs=3,Philadelphia,Support Engineer,SAP,"Newtown Square, PA","In the Global Center of Expertise, you will have the opportunity to work on the cutting-edge of digital innovation including the latest in technologies in..."
97,30 days ago,/rc/clk?jk=88cd654e6c82ebf0&fccid=4e42ec53f4b93e02&vjs=3,Philadelphia,"Manager, Platforms Risk",GlaxoSmithKline,"Philadelphia, PA","Demonstrable experience in managing emerging technology risks and/or use of emerging technology (e.g., Artificial Intelligence, Blockchain, Robotics) to execute..."
98,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0B_ic_lyYdB92l-47iK7M2O-Cx2i-GLy_ImdN3yuA5nHl2bZBpVCXodN0BJw6CdKCUwOsUgyhUnj9OBxyJmK45Ulxx_Ce51TCovNmk-8uiyAt998dnDlck0DOTUxqA6DD9JAAOq7ZAdAcL-iPmwMIrNuAZD1ubDSW_4s7kStzKt0lbHg_c0obPPOYPlUid42M295kzqanpQZU204tkykF3IpV9mE4M_u_uJ0-MgijvMNtFhjoRYGSt8QyX_xdg1t0paG-RiHacZC3X-Bajh1m0i4dU8JGa7HYqve0vSFTTeFEB15KyGDVdAiULsysWnrO4MUNk6BvF9Xzdb4Xb9P_Vb5Yb2lKMsfQdaL4pfFzVme_3JaeRAh7G1czrSkFrQ8NP_1Pe4KeviIcHMOtZQ1GbUvTFLZ0S_hMVAq5MQtz9cGBPgZWI3cpBCqB3zy1UJYYZzkaNpGYi0PkeoF7n58PULRrhxX7tjEy1hlceTMTGEFTN1npaHoejpYE0B3l6-xt1b5F-OwHewEn3bLC3B5VbwDs3TlVyuuixuYruS2bu0Mx0NjtAIV051j8kAEIDcJRJnnr17GWnFFQ==&vjs=3&p=1&sk=&fvj=0,Atlanta,"Program Director, IT Service Innovation- HealthTech",Philips,"Alpharetta, GA","Deep understanding of converged, complexed platforms & technology (Philips HSDP, Cloud Technologies, Blockchain, Artificial Intelligence, Data Analytics) to..."
99,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0BaDN7IHEXfLZa5HxzXjrEzTsNAP3dNH7PKkLiyGueFDK8GI2rzQPxcdMJC896M7sNzMdPnRIm08eiqYMk1TpZSuhrX9XugO7a_vuLkX4ASIH94oeT9QrEvcokttAfuwh3AtO1Tb3tUhtjboaOYzSscZ84Q5ofVrmvN-OFyqb9MiD8FjTxWtDS-2-pqfcBy1qs6s2lZBeeLtomn-IBPdZt2rzgxbAGKv1HlwrBfCH08V1vP49ROiKcENEEYguSYWQr8d5mgC_6kfectv1_fW1Hx8jmrENyh7RGkYs4QuW5gjsBpHSLJo2YdOo9Y4xsRu4Eh6wz6ee1VufbbeSN-3EA0JEATzHn73jZb72W_xsyAgNr-W4pEJ7JeVsvl0qgzyDMHrZpCusyjzVoKI33yx3eN5lY3lM88YZZ3kG5ZfhTGChacykjgq731ZaEBByupwklJ9nAy08jP-nE48e78HBYw&vjs=3&p=2&sk=&fvj=1,Atlanta,Bitcoin Kiosk Network Operations Associate,Bitcoin Depot,"Atlanta, GA",Bitcoin or Blockchain:. Intermediate knowledge of Bitcoin and Blockchain is required*. Bitcoin Depot has grown to be the 2nd largest Bitcoin ATM operator in the...
100,3 days ago,/pagead/clk?mo=r&ad=-6NYlbfkN0BnAn4R87GLcU0EsDbiQ_rR-1WgcdGJyfDLimXwXLOoRtpl9qun_WxGKdU1gpXBG8NYQXbmT1t4a841kV9h3w0GjSr0PoYTNj_FCTmC79H6I93FU6WKiUq2RzjTwyfDKkeJQ6qkkY-JCNpXsbUMltZfoms2BeHrZhyJe6SwTldusGBLqO1IJFFGHVJOD8VpEg83tk-5qChq_QpdUVE-fdYDwcjDpSVNZiVoPnhK0CpdLtl4M7iH_r5J0hSXTmELenafV7WG0xendrraWVvWvkFVePWAQmMNTbVdm385Oulny4lBXncEGl_MLHlWO1HnCAfS_WwY7umByT7TXIoNGLiJCb4CatFGoIF8nWUFgK9rziczbz6Fk7K12uvR-vlJJNPZHwT9OVrrzGi256bgi1UJ3N5aR2QAE5bT4fQUmc74WjsmNWUTQHjg33tudKK6A1z7uTTlnRrjDU7KsfEwLeqz&vjs=3&p=3&sk=&fvj=0,Atlanta,IT Infrastructure Solution Architect,Eliassen Group,"Atlanta, GA","Solutions Architect, Cloud, AWS, Azure, Blockchain, IOT, TOGAF, Security, Container, API, Microservices, SOA, DevOps, Databases, IT Infrastructure, Unix, Linux,..."
101,30+ days ago,/company/SupPorter/jobs/Unpaid-Summer-Intern-At-Growing-Atl-Blockchain-Tech-Start-e3be76494addb25a?fccid=68ee3ff83a900613&vjs=3,Atlanta,Unpaid Summer Intern at Growing ATL Blockchain Tech Start-Up,SupPorter,"Atlanta, GA",SupPorter is currently facilitating an Initial Coin Offering in order to merge its current business model with new innovations in blockchain technology....
102,30+ days ago,/rc/clk?jk=c9e648fb20752026&fccid=2dd390c3a48a7ed0&vjs=3,Atlanta,"Senior Associate, Blockchain Solutions",KPMG,"Atlanta, GA 30338","Design and build industry specific solutions using the Blockchain technology and design and build Blockchain framework, accelerators and assets...."
103,30+ days ago,/company/Renaissance-Labs/jobs/Social-Media-Community-Manager-Intern-dbb0c6d7e073c3d9?fccid=88699731947853fc&vjs=3,Atlanta,Social Media/Community Manager Intern,Renaissance Labs,"Atlanta, GA",INTERMEDIATE LEVEL KNOWLEDGE OF BITCOIN AND BLOCKCHAIN IS REQUIRED FOR THIS POSITION. Renaissance Labs is a blockchain development and consulting firm focused...
104,10 days ago,/rc/clk?jk=128cb55e7776e3e8&fccid=2a4da7fa99f4b9ae&vjs=3,Atlanta,Strategy Director,"Anthem, Inc.","Atlanta, GA 30339","Artificial intelligence, blockchain, cloud). At Anthem, Inc., it’s a powerful combination, and the foundation upon which we’re creating greater care for our..."
105,3 days ago,/rc/clk?jk=e9fb8a6bff21fea1&fccid=d4243aec81760af8&vjs=3,Atlanta,GO Developer,Spartan Technologies,"Atlanta, GA","The candidate will have a background in software development, with experience in deploying and maintaining enterprise applications, ideally in the..."
106,30+ days ago,/rc/clk?jk=29dcea18532e3989&fccid=e4af9ca5b6d3a604&vjs=3,Atlanta,"Program Director, IT Service Innovation- HealthTech",Philips,"Alpharetta, GA","Deep understanding of converged, complexed platforms & technology (Philips HSDP, Cloud Technologies, Blockchain, Artificial Intelligence, Data Analytics) to..."
107,30+ days ago,/rc/clk?jk=a73e1e87e8c2bf6e&fccid=2dd390c3a48a7ed0&vjs=3,Atlanta,"Senior Associate, Blockchain Developer",KPMG,"Atlanta, GA 30338","Design, develop, and test Blockchain technologies using JavaScript or Java as the primary language, with minimal supervision...."
108,30+ days ago,/rc/clk?jk=9b8f7088cc9cf330&fccid=50597ebf467edd46&vjs=3,Atlanta,Innovation Lab Manager,NCR,"Atlanta, GA 30308 (Old Fourth Ward area)","Manage the cross-industry SW innovation lab, providing hands-on leadership, engaged in inventing and exploring concepts using cutting edge technologies like..."
109,30+ days ago,/rc/clk?jk=24c6b02e381c0654&fccid=55bf6ffe5c42e816&vjs=3,Atlanta,Senior Recruiter / Account Manager,Payments & Cards Network,"Atlanta, GA","We specialize in all things payments related - Risk & Fraud, Cyber Security/PCI compliance, Crypto/ Blockchain, eCommerce, FinTech, Merchant Services and..."
110,30+ days ago,/rc/clk?jk=cf2f891e923f4b03&fccid=cbbfed7bb49c1aea&vjs=3,Atlanta,Senior Account Director,HatchWorks Technologies,"Atlanta, GA","Intellectual curiosity and passion around software and emerging technology, such as blockchain, virtual reality, machine learning, and robotics...."
111,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0BaDN7IHEXfLZa5HxzXjrEzTsNAP3dNH7PKkLiyGueFDPLqoxr61NKZn0in0R5FZf31OnTkXeEMBP3GFYo9Ip1ErVW8ZSFIs95qvbtA2bKqHRgLtZlWmtAY_IQO1BfLKhoXBfB7Xcyz0P83YaNhgcKuCgGiZ-TVe0yEnGJ_uz8FF7g0A5KdGnJpDA_QdU5O0azmfnOSWV4sWHMSLHdiBt8rL8uohvbGsoAkWgIZpCbgliydT3-_cKWFamKSAJpIZevDtsDcWq17wmdI8lTXxVtnzTFReN2pmSItRkCH3hw9B-aW0qTrdsUc0abAphEzp-85z6lapymU_tAS_hgIXh0dZpxPqMoX2_a2zsT6_mTnEi_UXpIsm4jPaPDAPf6mXCzu34vxf1oD0C0igmNS8e-dNGmWT64dtwjsDk43yZPSwnYKIv7di9gf&vjs=3&p=4&sk=&fvj=1,Atlanta,Marketing/PR Intern,Bitcoin Depot,"Atlanta, GA",Bitcoin or blockchain:. INTERMEDIATE LEVEL KNOWLEDGE OF BITCOIN AND BLOCKCHAIN IS REQUIRED. INTERMEDIATE LEVEL KNOWLEDGE OF BITCOIN AND BLOCKCHAIN IS REQUIRED...
112,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0BJV8vsY2PHMqLuCC61jIHRX-h4M3ZSaWyweaY4Z0dZwkZLCt-GKuM36O_ISXsJzDxIplZVafy9qnMrstUw_vwM5gf3TkOT5n0EEweJEXAgzP-VtXM-kZLodwWPgMVLEbammQX7FSzEGFMEcull4UritH2hoKUeQN-EIe_PW_-Cpq3BSD8VijCMF41NONpMP-xBCrNMBSFYFqwenZ8YUPtOPepypPIPZjfnspVO3E3iZ4he1uLnhih-Gw4kYbvIc3lBFVOXVxZXLmUfmX4fxG1nDJs_nK9PAauElQWJ_g-7PtuqLvlIuUB5pgJquxFBs87-rr6VUdTyaJo00H95ewcKT4_R16d7i677Y2X5K7iDSC8bPh068zdma-79IKMHvsi8xi1Ww4MWl1n3JD_XFvxMvfveAptrS20i-vNtTSPl4g==&vjs=3&p=5&sk=&fvj=0,Atlanta,Strategy Director,"Anthem, Inc.","Atlanta, GA 30339","Artificial intelligence, blockchain, cloud). At Anthem, Inc., it’s a powerful combination, and the foundation upon which we’re creating greater care for our..."
113,1 day ago,/pagead/clk?mo=r&ad=-6NYlbfkN0Bjic9BpODao-m9BEup4myv2yv9o6hanv70kCRpjMjSDTQvczca9pJgQSphqkPktusnE_-Ec9vHbZSrSPV6cB5EUlnKSfiiunsTPNPj_qbfks3wk9tqMNtp6ep_yzxqJ-yV6XeqHwMVwKG5seqRSdmRNYv1clS_BCZnpGT-G9qKubRB7INhwdISFkaJF6-EN3Ks4WgXAWa-AfxqnWA74dbrGrDza2SMeQ9qde1EbfbLv4xDs6zUKflrA--BijLcH4SPyyjpBOp1B0mbKRux_n89UPeUymUrgyJCCgn_efNIdUxL0dnjEV03AhdBRRxIeD6T8wftUWeZxWgLJdsNRzoyanl4mT6SA6rG90Bv9jGZ0cu0_QvRKmkj1Tvif_jkKtdkhMQiO46lyAxqhEORUs6JKAi22BxA8zDRjKJhznHRSy5l35LUrf2b&vjs=3&p=1&sk=&fvj=1,Dallas,Blockchain Developer,"Pyramid Consulting, Inc.","Irving, TX 75038",Immediate need for a talented Blockchain Developer with experience in the Telecom Industry. This is a 6 month contract opportunity with long-term...
114,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0DPhTdUClI5LzfhAu1yKalG75v0eNLMlcd6maXcCfBUXPBiN5b5QpoQnaagfOAbI_9YyZiG8-aLNz-MWU_ipvHZr5pVcrOO41KLbWZCB6jXlWbzLaDlzWs-Nzmk0u-1tWC6gnMZJrOedy7Qmqz9H2M-MurXrmrztCAhghMNq8eYtXddzVTPXxFaz348vuOQn9K7ofgqxz3R6cc09asxWTv-_O33nHtMrfMXITKAY0ntA0gH0mf5dFy9WZaCroJ4XBriCysGaJMG35IUm6ZbORdPMytmdxMtYki6UPAdy1_jCa1Vpes_f-1QdcAeJFMtEQJ7TCt2_2X5KegEtrH8VQtLW0zp5X3qIN_ks-lT8p15l4iF7oNuVINK5uvN13_QYBKbgFL2ZJqgOHeePBYLsWdL4z9X-gJ_gCJto3dJzCPjUVHJl3U2TEoB5Rh40ZW-Dkq_RWwysijPHVgIVthCtpno5kX4O3P_SEorG7oNF_K8io5gE6MlW1CAgkHGhNd_e9l07aTSe38gZl_UQZTycHVfgsYRCSioQojTfxn2yDydjbs5pNDco6CG8RsJNC2Dhk66-9S7mCH8_XTbd80BhK3crZYsLFNDz5jTgPDJTv2nytX2ZqqK1rEFK4hh9E6zm6QIEQdwgbzHmGZnngTltKxWmXxrvywi-IeXW1XljjiIa11dTbDiSPhkfA1xb1NmIGk4R00xnjnj5a8ra34tIiPtzXQjVD1tRozFENd7G86a4TgVCd52iDMhHxyb7UQvSj9hiEcBUycKU2S7ICvKccRpYBj64Rywsdmuq2kFvY3MDq5QuJIriOM6gltEFnDTw7BvG4LCL-VmWm05sLPhPA0E8N_XawLzuQpuyJzojsOJNFbJUQDcJex7l_wSKmnh3lY0TGor_3drCdRtClmas49ppmnWrP11McvTpUxtBfFYMEvBJYCeL0TNcMR6A4zcWxM=&vjs=3&p=2&sk=&fvj=0,Dallas,"Head of Advanced Analytics, AI, ML",Citi,"Irving, TX",Have deep technical knowledge and experience in blockchain technology (ideally via previous successful projects performed) and have an established network of...
115,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0ApJOTgkfHuAKZ_726Ay3TXrD1lNMzk4uQ2L6a1wDae7z90j-4PBIdDCeiCrNpQ-T_nLGUko3hZPE9EVrtAtZ_PRJUm1ZJ1ddx3Lk4CSeOgKyykCgGPw23B6BmaTllrvsLe_T92L8BOWqnBQPe-xRGTY4oaN0E3XWMfZZiY7UtokdY7JBwuXH8J6hhx9-rTGFGyi9AVvht0sK3gu5NONQafijbLATwIta8R1ounsMBAtKxVfg2KPTkmEddWRV2gNGt1g-9P1jMfqjC5LnWXWbhWQzKCry0KgcTZxlPKsJSRWklT-6Hkeu7pBhaNh1BEduMT4YVkZmbCjzzZxRlmyWoYhGU5H0-Z-BGLPykH4lYDIBNB1SRi3j-Z8xO7gGDq40TXi-r4K8BNP8E4rGovljxAffZF9dA9OxVS79k5aEap0l05qYFmjyInnTG-5bC3NUIDKqEZSXfM6DaiIlgixj2pYv3i2tZULAsWvDtEpvb_lPC63LSBV57IZB3UnwDiKsG2xvaKjCoa61BUXEQQOZecSo2_dMwoB-g_djuUgri-NFlcB4MXWZVIXGlCE49kL0eVuIJnkg1bS9OhovvaUKxLQu2qsBwW5UTr6gp-ebdnmBViPTEIFgSUcQVZqIIZotlSeh5A6C-vnSTAULRTjM35xpFDpoG48GZQYh6Yk2UWMLw_X5m4S1Yk2VJXkffdGVvQZkEetTZc_IT-uLd4AgO_3S5kUUjXRS8yKzK0tb-JC5SkctyGRMd4zikP3gIoA_7LFivp1Ur0MkLqHlNlfKLURiA6vDqFzWo0BttFiwK4J_QRiMZLEjZkRfl1TQMHf7Hq1Bi51sG8JrZCwnK6GBvJ7JV6rQ7AxYTl9W6GaTxcqilAqyDOxwsB0zBXL4XXEvTZelrwCpwiR7omnrKKy9Azs4J7X9BVTLzJ8ZoEP4AAx0Jj6BAzD0Bs&vjs=3&p=3&sk=&fvj=0,Dallas,Solution Architect,Bank of America,"Richardson, TX 75082","Experience in Digital Banking solutions, Blockchain, Conversational Commerce and Robotic Process Automation. This position is responsible for providing end to..."
116,19 days ago,/company/Krypital-Group/jobs/Event-Planner-Coordinator-7bca5cf7a19cbf96?fccid=48a2a44869259a4c&vjs=3,Dallas,Event Planner and Coordinator,Krypital Group,"Plano, TX",Krypital Group is a leading marketing firm specializes in comprehensive Blockchain marketing services to clients worldwide....
117,26 days ago,/company/Krypital-Group/jobs/Operation-Specialist-1a3fdbf963295ee1?fccid=48a2a44869259a4c&vjs=3,Dallas,Operation Specialist,Krypital Group,"Plano, TX",Krypital Group is a leading marketing firm specializes in comprehensive Blockchain marketing services to clients worldwide....
118,9 days ago,/company/Grey-Incorporated/jobs/Junior-Software-Engineer-f15fee1df12193f1?fccid=98bc1e215760219f&vjs=3,Dallas,Junior Software Engineer - Startup FinTech,Grey Inc,"Dallas, TX 75201 (City Center District area)","Understanding of the blockchain technology. Point of Sale system, Supply Chain Management system, and Peer-to-peer transaction platform utilizing the blockchain..."
119,26 days ago,/company/Krypital-Group/jobs/Office-Administrator-f4779c998a6aaeaa?fccid=48a2a44869259a4c&vjs=3,Dallas,Office Administrator,Krypital Group,"Plano, TX",Krypital Group is a leading marketing firm specializes in comprehensive Blockchain marketing services to clients worldwide....
120,19 days ago,/company/Krypital-Group/jobs/Event-Manager-5a526cda52a2a5f7?fccid=48a2a44869259a4c&vjs=3,Dallas,Event Manager,Krypital Group,"Plano, TX",Krypital Group is a leading marketing firm specializes in comprehensive Blockchain marketing services to clients worldwide....
121,26 days ago,/company/Krypital-Group/jobs/Human-Resource-Generalist-fc5a5073d091a6cb?fccid=48a2a44869259a4c&vjs=3,Dallas,Human Resource Generalist,Krypital Group,"Plano, TX",Krypital Group is a leading marketing firm specializes in comprehensive Blockchain marketing services to clients worldwide....
122,1 day ago,/company/Camden-Kelly-Corporation/jobs/Nodej-Developer-Find-Blockchain-Telecommuting-f2a94b714862d223?fccid=c987faffdf3456d9&vjs=3,Dallas,NodeJS Developer – Find blockchain & telecommuting here,Camden Kelly,"Dallas, TX","Are you going batty for blockchain? Research and develop with blockchain and build organized code. Work on a wide variety of greenfield projects, research and..."
123,30+ days ago,/rc/clk?jk=8f83623dcef04083&fccid=bfe246c1b9fb02f3&vjs=3,Dallas,Customer Success Associate,Figure,"Dallas, TX","Concurrently, we are building a blockchain protocol for the origination, custody, trading and securitization of whole loans and other assets...."
124,1 day ago,"/company/Soho-Teck,-LLC/jobs/Project-Manager-57f8ca81243241bc?fccid=6deb790afd172308&vjs=3",Dallas,Project Manager,"Soho Teck, LLC","Plano, TX","Researching, general planning, managing, executing, business tracking and coordination maintenance of the blockchain industry projects...."
125,19 days ago,/company/Krypital-Group/jobs/Operation-Director-85b5a85f28afa437?fccid=48a2a44869259a4c&vjs=3,Dallas,Operation Director,Krypital Group,"Plano, TX",2+ years’ experience in the blockchain industry; Krypital Group is a leading marketing firm specializes in comprehensive Blockchain marketing services to...
126,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0BEhGvx0zGXfLkTTmikvtHKrs-4kgm1e_Zh29k8f9sMVkp4Q0W19fj8Ny-C627FtPqVAl_8JWj11SCfNd86WwBp4GU5QiINHUnk41oy3GOFLIhn58rnlzM-HCYik6qzY56F8rRwE5dWc_4oof5ZecelwzK6K39x0M0nChUvjbsGewyyh4wyqAFTkjhCixm56gUMW2czSFRssX0OXwpX4tVXXiApBHg4CJ4zK0Ci-oFAVNF9efBQgKi7YtctYcKAXMQpZVZgvPaeW2fCDtol32WPYfW476OyXYSJW1IqcCdx-baX-Y4x9_U4fcCOTt_BESbbOVkJt-4L7wW_9sHI-WvuHfskqvHhO_b1kKdBD2eQnzchUQUa3Q08cXTbFsguWCNQJTpafY07Ut2QAYpm8jzTycde9pLFHWHeScOdpACx7vOxExF7yPQOtZk3EZENQP5RUcg2JN78coC0ObRtGiHW&vjs=3&p=4&sk=&fvj=0,Dallas,Senior IT Auditor,MoneyGram,"Dallas, TX","Participates in audits and consulting engagements related to technology platforms (including Windows, Linux, Unix, Mainframe), systems development lifecycle..."
127,1 day ago,/pagead/clk?mo=r&ad=-6NYlbfkN0AUwBOqrSZWf474NGPhXCPWpU9mpSqt2OKsFFTDcodg3IK0nS6BBwcHye2G9BakYgsKHA4X_GA_yfMkKsHTEL1gTXggGQg2UX5Yh4uxbF-vHRIDmyDUqKikRPv3VSA8OtnE0XaoNBmMXJDVUGofltxB5x6eMLJprME8TXy4M9riNFBFBwBtngJ9fJ__Ob48I7IBlCC25p55GFWRcb2VH7t4JyTuh_HS392gzWkPx81AW7dHK-sxWfDALen4DetIVN44e-sEeyNJAZemIaR95r2et6bKwbou9H2aJfRnafUXp1Qpcqa55-ZfJVtlj9PFYGPYI3G3h5gwt2G7Xbahxj7dOdtWrX68v9UfjgeHrxbYC8gPssh60M-bofjumcoE7Ly30s9ufN856vOvFpRQC5700WkTrHZwxtp-_eSYNx5zNflAAx17jb9RXEOgVjRohx0=&vjs=3&p=5&sk=&fvj=1,Dallas,Product Manager- Mandarin Speaking,5miles App,"Dallas, TX",The Product Manager will help to reinvent the classified and local commerce industry with mobile and blockchain technologies and with social and gaming product...
128,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0BxdzeAHFmNSkxk-9UVwkWZ3dLEkWckRMohJWYVETMG0iJUVU57x7OmId9XHa1Mjt9nSpVe9vcBPqSyiKChVNJqgkxIbrPiYx-PZBz2JKcI0efXpNRaoJGdXglDh5Maqfn3gJJxCBC9YttZrTBC8OleGsmGKxtnMcbZ3aaSaPFJLTKpSW9cgf4EyfVfpd9UZT7PuvDqGQTs7PbfBp46LWm-paShKeQ-rgZh_oNwAKvwLPV_fwCJdbhHcopGbZSdrJIetzsAZ0Nb8vfe3Z79iW7ZzKeiyqHn8SwQ_23ipapFMO6AEeBX2uiB8Dks0RJbnWP7YublM7IjXxH1rdIlcFnbEKtyZWRHHaSyy-8ixwmC_FAFXNUzE767bprrDdVUl3WL03uaOlfAy4VGwR6qsF15hr0hYAzgJ4jlXfkKKjugeUlOdceGUm4tkpuRDvG5vtT8FlwghHIfWDVJTwez0XpcLkGQ86FxVwquMk5BwATDrSrpqFqHJqL7&vjs=3&p=1&sk=&fvj=0,Pittsburgh,Innovation Lead,CGI,"Pittsburgh, PA","We’re looking for Innovation Leads who bring fresh ideas and innovations from all areas, including information retrieval, distributed computing, large-scale..."
129,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0BxdzeAHFmNSkxk-9UVwkWZ3dLEkWckRMohJWYVETMG0iJUVU57x7OmId9XHa1Mjt_pPFU_jRlOnZm8Qrg8Te9PPbQI9lgtn94mq4x2hjgue2-vhgPvFgV3hT5n7WPEtD2xnb9hXcnO8Se9VBFg4mzZjqfLWaL8Qhw4PXEUv8amHSyJvtQ2PishCyuvCm8ByHT6jo5-FlG8yT1gs3prrrEouIlADUCo1WPBGkELH7Yx4yuOR1vFfux1948jSpgKMkzTASXqOpeF-DjICF6y-HtNflUbPE5UyFT83xjamq2NRPJDQj9Zaj-MudSlAK9r2mPmRCEq_jQ7AHvOe0en81ON9CRpMvdYcD49k4Z09nztIa5E022CUHfLWCnyjqtvuUDJ1qrvu1WfjDe1i_4N1h-EJhCLm1oI2sgHsLonAso9lnCtqfA_TVm0Y-YS2QhXWhaKi74QXg1gSoMjqOth9GenxghNVkP1uR6JaF2TD7vrv261p4RclXpu&vjs=3&p=2&sk=&fvj=0,Pittsburgh,Senior Innovation Engineer,CGI,"Pittsburgh, PA","We’re looking for Senior Engineers who bring fresh ideas and innovations from all areas, including information retrieval, distributed computing, large-scale..."
130,Error extracting date,/ita?id=22451&tk=1clq3qbj71fbl2o0&flowPage=jasxserp&flowType=inline&q=blockchain&l=Pittsburgh&adLoc=Pittsburgh%2C+PA&fromita=1,Pittsburgh,Error extracting title,Error extracting company,"Pittsburgh, PA",Error extracting summary
131,16 days ago,/rc/clk?jk=449ed0aae64d1bf5&fccid=3322122de9faaef8&vjs=3,Pittsburgh,Blockchain Engineer # JN -052018-39720,SSI,"Pittsburgh, PA",Learning about Blockchain. Excited to learn about Blockchain technology; Corda or other Blockchain platform is helpful....
132,30+ days ago,/rc/clk?jk=b88737a471f42adc&fccid=a2faf1301ac6ad4b&vjs=3,Pittsburgh,Security Intern,Bosch Group,"Pittsburgh, PA 15222 (Strip District area)","(Distributed) system security and cloud computing, with emphasis on fault-tolerance, secure computation, secure function evaluation, implementation aspects of..."
133,24 days ago,/rc/clk?jk=889724944cb61e9d&fccid=44432605a1a5bfa1&vjs=3,Pittsburgh,Blockchain Developer,Mastech Digital,"Pittsburgh, PA",Monitor blockchain technologies. Work on blockchain POCs. Work on several unique Blockchain initiatives. The Blockchain Developer would need to have at least 5+...
134,30+ days ago,/rc/clk?jk=3540c3a76d135a70&fccid=d2841a5c0380b93d&vjs=3,Pittsburgh,Innovation Lead,CGI,"Pittsburgh, PA","We’re looking for Innovation Leads who bring fresh ideas and innovations from all areas, including information retrieval, distributed computing, large-scale..."
135,30+ days ago,/rc/clk?jk=1fdd4835ac728c64&fccid=d2841a5c0380b93d&vjs=3,Pittsburgh,Senior Innovation Engineer,CGI,"Pittsburgh, PA","We’re looking for Senior Engineers who bring fresh ideas and innovations from all areas, including information retrieval, distributed computing, large-scale..."
136,30+ days ago,/rc/clk?jk=6e2cc3f33f00ec73&fccid=44432605a1a5bfa1&vjs=3,Pittsburgh,IT-Software Developer/Programmer 1,Mastech Digital,"Pittsburgh, PA",May have done some research on Blockchain or Distributed Ledger; Mastech Digital provides digital and mainstream technology staff as well as Digital...
137,Error extracting date,/ita?id=22451&tk=1clq3qd0u1fau2t6&flowPage=jasxserp&flowType=inline&q=blockchain&l=Portland&adLoc=Portland%2C+OR&fromita=1,Portland,Error extracting title,Error extracting company,"Portland, OR",Error extracting summary
138,30+ days ago,/rc/clk?jk=2166479e2e5b644e&fccid=52f9c3faebfe609c&vjs=3,Portland,Blockchain Analyst,Smith + Crown,"Portland, OR","Assessing public blockchain technologies, business models, and markets. You have been following the blockchain industry for at least 6 months and are familiar..."
139,30+ days ago,/rc/clk?jk=fa286ef35b854c62&fccid=52f9c3faebfe609c&vjs=3,Portland,Director of Operations,Smith + Crown,"Portland, OR","While blockchain experience is not firmly required, is it a meaningful differentiator. Smith + Crown is the world's leading blockchain research organization and..."
140,30+ days ago,/rc/clk?jk=d42f94a0fa8a8d01&fccid=52f9c3faebfe609c&vjs=3,Portland,Product Manager / Digital Producer,Smith + Crown,"Portland, OR","Interest / experience in cryptofinance and Blockchain technologies. Blockchain technology has the potential to disrupt and reshape nearly all industries,..."
141,30+ days ago,/rc/clk?jk=6d7a31e9fec2bad8&fccid=943a7e7e5ab2806a&vjs=3,Portland,Software Engineer - Blockchain Developer,Bitclave,"Portland, OR 97220 (Parkrose area)","Experience in blockchain technologies like Ethereum, Solidity, decentralized application development. Understanding decentralized application design patterns..."
142,30+ days ago,/rc/clk?jk=244abb9dbd28ac05&fccid=52f9c3faebfe609c&vjs=3,Portland,Lead Visual Designer,Smith + Crown,"Portland, OR",Interest in cryptofinance and emerging blockchain startups. Lead branding initiatives for new companies in both the blockchain and traditional startup spaces....
143,13 days ago,/rc/clk?jk=2307bf962e8f7f1f&fccid=52f9c3faebfe609c&vjs=3,Portland,Web Developer/Engineer,Smith + Crown,"Portland, OR","Blockchain and decentralized web technologies. Smith + Crown, is the home for research and analysis across the breadth of Bitcoin, blockchain technology,..."
144,25 days ago,/rc/clk?jk=b1f7e4b4594cb942&fccid=991caa21fb0de58f&vjs=3,Portland,Software Engineering Manager,LO3 Energy,"Portland, OR 97209 (Pearl District area)","Familiarity with blockchain or distributed ledger technology, either conceptually or hands-on. LO3 Energy is building a platform to enable decentralized..."
145,15 days ago,/rc/clk?jk=d1adcef5c7b7f49c&fccid=3867a8e4c049cd62&vjs=3,Portland,Back-end Software Engineer,VanderHouwen,"Portland, OR",Familiarity with Blockchain and Smart Contract concepts. Back-end Software Engineer....
146,Error extracting date,/ita?id=22453&tk=1clq3qefs1d6d049&flowPage=jasxserp&flowType=inline&q=blockchain&l=Phoenix&adLoc=Phoenix%2C+AZ&fromita=1,Phoenix,Error extracting title,Error extracting company,"Phoenix, AZ",Error extracting summary
147,4 days ago,/rc/clk?jk=830807c16ca10024&fccid=0a532b988c245368&vjs=3,Phoenix,Social Media Coordinator,Uphold,"Phoenix, AZ 85003 (Central City area)","At Uphold, our mission is to create trusted access to digital money and financial services for the many. Since inception, we have fought to provide a fairer,..."
